,number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,user_attrs_accuracy,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_roc,state
50,50,0.20734814911366006,2024-08-03 14:37:56.510428,2024-08-03 14:37:57.143947,0 days 00:00:00.633519,7.663175916219327e-07,0.9616661277189097,2.200012929922892e-08,0.002485322486939624,0.02588650004324183,10,2,0.564689320312242,0.7654028436018957,0.2773722627737226,0.76,0.16964285714285715,0.8085073444700461,COMPLETE
51,51,0.5226304945054945,2024-08-03 14:37:57.144324,2024-08-03 14:37:57.732585,0 days 00:00:00.588261,0.0011366648519261398,0.8881232944356715,1.9824133241160002e-06,1.088439904430745e-07,0.09821095205817917,11,3,0.5902931781221079,0.7772511848341233,0.548076923076923,0.59375,0.5089285714285714,0.8135548675115207,COMPLETE
52,52,0.49932055186415647,2024-08-03 14:37:57.732976,2024-08-03 14:37:58.269173,0 days 00:00:00.536197,5.142479538860884e-08,0.9344486780220838,5.790382453339982e-07,1.0328799764705049e-08,0.06977373892017158,11,5,0.6373668844209113,0.792654028436019,0.5478036175710593,0.6503067484662577,0.4732142857142857,0.8208633352534561,COMPLETE
53,53,0.4814366883116883,2024-08-03 14:37:58.270122,2024-08-03 14:37:58.660503,0 days 00:00:00.390381,0.00534729763794807,0.5333713361944451,1.4803098180047376,1.2002542363600711e-06,0.07588101332856026,12,6,0.5369087149407226,0.7855450236966824,0.5298701298701298,0.6335403726708074,0.45535714285714285,0.8273005472350231,COMPLETE
54,54,0.38578689759036144,2024-08-03 14:37:58.660893,2024-08-03 14:37:59.122012,0 days 00:00:00.461119,1.986727310612216e-05,0.7451897596244665,3.9368978848501135e-06,5.972277028915455e-07,0.048299954419593616,12,7,0.6143593730806656,0.7890995260663507,0.463855421686747,0.7129629629629629,0.34375,0.8297199020737327,COMPLETE
55,55,0.5222506800631801,2024-08-03 14:37:59.122437,2024-08-03 14:37:59.563571,0 days 00:00:00.441134,0.0002630456624701866,0.7886830180605231,1.715651840086294e-07,2.3917550959388886e-07,0.09815643640429732,11,9,0.7198458468907191,0.7855450236966824,0.5552825552825553,0.6174863387978142,0.5044642857142857,0.82166258640553,COMPLETE
56,56,0.31976902173913047,2024-08-03 14:37:59.563975,2024-08-03 14:38:00.202937,0 days 00:00:00.638962,0.0006865946804829062,0.8289963859282319,5.842813207297695e-08,0.11522229218813941,0.041028451379245955,10,4,0.7616633271370767,0.7677725118483413,0.391304347826087,0.6428571428571429,0.28125,0.8159706221198157,COMPLETE
57,57,0.5046897045855379,2024-08-03 14:38:00.203907,2024-08-03 14:38:00.826796,0 days 00:00:00.622889,2.3084183173678017e-06,0.8651528486073266,8.089079351883027e-06,4.250861923631478e-06,0.07440173493105841,11,5,0.9943412798907769,0.7784360189573459,0.5382716049382715,0.6022099447513812,0.48660714285714285,0.8082841301843318,COMPLETE
58,58,0.0,2024-08-03 14:38:00.827179,2024-08-03 14:38:01.152478,0 days 00:00:00.325299,0.0001212702782242522,0.8991479807663397,0.038808787745312434,3.050314978463562e-08,0.021826123414951312,6,8,0.6861566369598657,0.7345971563981043,0.0,0.0,0.0,0.8252808179723502,COMPLETE
59,59,0.0,2024-08-03 14:38:01.152892,2024-08-03 14:38:01.434445,0 days 00:00:00.281553,0.013262617798544294,0.46920889628108653,2.1673250343936195e-08,1.2833978648054584e-07,0.014067519042466569,5,6,0.6498259520753948,0.7345971563981043,0.0,0.0,0.0,0.8290754608294931,COMPLETE
60,60,0.3989174752270851,2024-08-03 14:38:01.434855,2024-08-03 14:38:01.788371,0 days 00:00:00.353516,1.4079316741324373e-05,0.9710801061583798,1.9844710031513578e-06,0.0003432920112887386,0.05197315213197949,9,7,0.4028048917810221,0.7819905213270142,0.4682080924855492,0.6639344262295082,0.36160714285714285,0.8257128456221198,COMPLETE
61,61,0.49171040076335876,2024-08-03 14:38:01.789331,2024-08-03 14:38:02.310671,0 days 00:00:00.521340,9.885917450165568e-06,0.8624346196427715,1.3382714901918774e-07,0.006306003024532209,0.08173917684742633,12,6,0.7340417156302159,0.783175355450237,0.5343511450381679,0.621301775147929,0.46875,0.8232502880184331,COMPLETE
62,62,0.49882639911634763,2024-08-03 14:38:02.311059,2024-08-03 14:38:02.849989,0 days 00:00:00.538930,3.462677487549138e-06,0.8729083174274932,4.1653317977989413e-07,5.389851098130705e-08,0.08209856516377163,12,6,0.7753634349232212,0.7914691943127962,0.5463917525773196,0.6463414634146342,0.4732142857142857,0.8212017569124423,COMPLETE
63,63,0.5290937066574202,2024-08-03 14:38:02.850396,2024-08-03 14:38:03.365965,0 days 00:00:00.515569,5.971534173936753e-07,0.8351830339884737,7.319443520573339e-08,0.017467883579886854,0.09981087550695271,11,4,0.5751375075708876,0.7843601895734598,0.558252427184466,0.6117021276595744,0.5133928571428571,0.8152937788018433,COMPLETE
64,64,0.0,2024-08-03 14:38:03.366346,2024-08-03 14:38:03.941930,0 days 00:00:00.575584,6.953798937627143e-05,0.9468864797481229,1.7899728798015533e-07,0.0013200011184771095,0.0009222305322511223,12,5,0.7148124343923331,0.7345971563981043,0.0,0.0,0.0,0.8172487039170506,COMPLETE
65,65,0.46019305019305023,2024-08-03 14:38:03.942910,2024-08-03 14:38:04.463151,0 days 00:00:00.520241,1.991941542448155e-07,0.9222077472032226,8.9681388445478e-07,0.1472929991332506,0.061258761920592424,11,7,0.8560892068087047,0.7890995260663507,0.518918918918919,0.6575342465753424,0.42857142857142855,0.8185483870967741,COMPLETE
66,66,0.31181206088992974,2024-08-03 14:38:04.463587,2024-08-03 14:38:04.816854,0 days 00:00:00.353267,0.002960508613568868,0.807010414886471,3.2789971923332396e-08,0.0004971141081428839,0.03793956429118318,10,9,0.48917172146812704,0.7808056872037915,0.39344262295081966,0.7407407407407407,0.26785714285714285,0.82826900921659,COMPLETE
67,67,0.4156798245614035,2024-08-03 14:38:04.817256,2024-08-03 14:38:05.294873,0 days 00:00:00.477617,1.3543819415288748e-06,0.756233080470802,5.755969695789678e-07,0.06938794247177353,0.0480962459923974,11,6,0.6632614981418661,0.7938388625592417,0.4912280701754387,0.711864406779661,0.375,0.8239379320276498,COMPLETE
68,68,0.47152572168763884,2024-08-03 14:38:05.295261,2024-08-03 14:38:05.782991,0 days 00:00:00.487730,0.00040662482910281306,0.8822939212528085,4.297522272441837e-06,0.003714509433226482,0.07776199897601112,12,5,0.5531239914688173,0.7796208530805687,0.5181347150259068,0.6172839506172839,0.44642857142857145,0.8233438940092166,COMPLETE
69,69,0.4606852497096399,2024-08-03 14:38:05.783972,2024-08-03 14:38:06.168877,0 days 00:00:00.384905,2.5203190264416854e-08,0.634782146951284,1.3693804797607885e-06,0.0001492888055733362,0.06277973237012803,10,8,0.5199304450895299,0.7902843601895735,0.5203252032520325,0.6620689655172414,0.42857142857142855,0.8255868375576036,COMPLETE
70,70,0.0,2024-08-03 14:38:06.169275,2024-08-03 14:38:06.617472,0 days 00:00:00.448197,0.00015480508830010092,0.8489000414080567,9.386866215293431e-08,0.8355306193703227,0.00011642955014065794,11,4,0.44882573826798433,0.7345971563981043,0.0,0.0,0.0,0.8209569412442397,COMPLETE
71,71,0.5546024921024921,2024-08-03 14:38:06.617864,2024-08-03 14:38:07.167889,0 days 00:00:00.550025,4.5363292805129067e-05,0.7989549672203652,2.310666851494349e-07,3.8298636204497e-08,0.0980043455465747,10,4,0.7460699395377213,0.8021327014218009,0.5896805896805897,0.6557377049180327,0.5357142857142857,0.8243051555299539,COMPLETE
72,72,0.48797927057356605,2024-08-03 14:38:07.168288,2024-08-03 14:38:07.700605,0 days 00:00:00.532317,3.541564835307607e-05,0.7736693132070053,2.2922652015986238e-07,1.7938411227022697e-08,0.08576532059444544,10,5,0.8003314581439083,0.773696682464455,0.5236907730673317,0.5932203389830508,0.46875,0.8141417050691245,COMPLETE
73,73,0.2604633620689655,2024-08-03 14:38:07.701466,2024-08-03 14:38:08.290527,0 days 00:00:00.589061,8.555325918003626e-06,0.8243074259755901,4.6137120771459584e-07,3.5642063084725886e-07,0.03062069975521306,8,1,0.7494144201608991,0.7725118483412322,0.33793103448275863,0.7424242424242424,0.21875,0.8215437788018434,COMPLETE
74,74,0.4235227728731943,2024-08-03 14:38:08.290889,2024-08-03 14:38:08.996809,0 days 00:00:00.705920,9.282736731219948e-05,0.9073715143895275,1.3053755220411926e-07,6.948381227164505e-08,0.05565786973811469,12,3,0.7289413704859798,0.7843601895734598,0.4887640449438203,0.6590909090909091,0.38839285714285715,0.8141993087557604,COMPLETE
75,75,0.5310092787114846,2024-08-03 14:38:08.997157,2024-08-03 14:38:09.553785,0 days 00:00:00.556628,1.579050580851562e-05,0.8545687870999504,3.190947726391471e-08,0.012825910492963825,0.08316878993161005,11,4,0.6949126151665251,0.7890995260663507,0.5637254901960784,0.625,0.5133928571428571,0.8146061347926269,COMPLETE
76,76,0.48791762672811057,2024-08-03 14:38:09.554139,2024-08-03 14:38:10.006721,0 days 00:00:00.452582,0.0003031592780230715,0.8865786946430939,2.875635913832418e-06,3.20102174979296e-08,0.06466919551822634,9,7,0.5977119357870779,0.8009478672985783,0.5483870967741935,0.6891891891891891,0.45535714285714285,0.828765841013825,COMPLETE
77,77,0.5629005041011621,2024-08-03 14:38:10.007691,2024-08-03 14:38:10.566995,0 days 00:00:00.559304,5.660914150830159e-06,0.7904798845927872,1.1819739830164624e-08,1.1355801666473547e-06,0.09915527890038904,10,5,0.7915828719738682,0.7962085308056872,0.5885167464114833,0.634020618556701,0.5491071428571429,0.8194520449308755,COMPLETE
78,78,0.36714950607902735,2024-08-03 14:38:10.567382,2024-08-03 14:38:11.013218,0 days 00:00:00.445836,4.802563861705576e-05,0.7974530769364213,1.3608987512716619e-08,9.958245027932968e-07,0.04796081433150108,10,10,0.7776677026862258,0.783175355450237,0.4437689969604863,0.6952380952380952,0.32589285714285715,0.8253924251152074,COMPLETE
79,79,0.28966578185328185,2024-08-03 14:38:11.013716,2024-08-03 14:38:11.601634,0 days 00:00:00.587918,3.6239763348929335e-06,0.7791349380952924,1.7551337942697303e-08,1.9476424274155443e-06,0.03469966753982073,10,4,0.8354783451668196,0.7796208530805687,0.37162162162162166,0.7638888888888888,0.24553571428571427,0.8143649193548388,COMPLETE
80,80,0.5162351190476191,2024-08-03 14:38:11.602007,2024-08-03 14:38:12.215496,0 days 00:00:00.613489,1.174576232879694e-06,0.7201275822395399,4.8734384757102746e-08,2.2109286805283654e-07,0.09951723000556223,10,3,0.8148960509866765,0.7701421800947867,0.5380952380952382,0.576530612244898,0.5044642857142857,0.8092417914746545,COMPLETE
81,81,0.4758549640015157,2024-08-03 14:38:12.216537,2024-08-03 14:38:12.612883,0 days 00:00:00.396346,5.724026412255578e-06,0.8103103042602089,9.069544888758463e-08,1.0898380049677816e-05,0.07110035197829892,7,5,0.7629028138529402,0.7902843601895735,0.5305039787798408,0.6535947712418301,0.44642857142857145,0.8240279377880185,COMPLETE
82,82,0.49262669219807625,2024-08-03 14:38:12.613375,2024-08-03 14:38:13.186688,0 days 00:00:00.573313,3.186705387758973e-05,0.8402097315156852,3.314201109113887e-07,4.0739513498979704e-05,0.08567407524255552,11,5,0.7907831569054714,0.7760663507109005,0.5286783042394015,0.5988700564971752,0.4732142857142857,0.8158122119815668,COMPLETE
83,83,0.41930467221135026,2024-08-03 14:38:13.187071,2024-08-03 14:38:13.735169,0 days 00:00:00.548098,0.0008807942330013155,0.9402219176355754,7.726149123261852e-07,1.1334229752474851e-07,0.05710163849927149,9,4,0.7373626585080104,0.773696682464455,0.4767123287671233,0.6170212765957447,0.38839285714285715,0.8130652361751152,COMPLETE
84,84,0.5001113245931285,2024-08-03 14:38:13.735568,2024-08-03 14:38:14.083487,0 days 00:00:00.347919,7.273242331231218,0.8203851945265128,1.3719505223949355e-06,1.0375342535702227e-08,0.09881536868132254,11,6,0.7067840918291608,0.7855450236966824,0.5417721518987343,0.6257309941520468,0.47767857142857145,0.822386232718894,COMPLETE
85,85,0.46681046447076247,2024-08-03 14:38:14.084478,2024-08-03 14:38:14.650698,0 days 00:00:00.566220,0.00021149982619662942,0.999693678349453,1.8510029615975377e-07,2.2168429370889316e-08,0.06743791862046634,12,5,0.6337247564649884,0.7772511848341233,0.5129533678756478,0.6111111111111112,0.4419642857142857,0.8218101958525346,COMPLETE
86,86,0.49543738698010853,2024-08-03 14:38:14.651086,2024-08-03 14:38:15.085337,0 days 00:00:00.434251,1.0743805413156433e-07,0.881677235352496,0.001695991374994558,4.885085170103675e-07,0.08226419027746192,9,8,0.6778519361268263,0.783175355450237,0.5367088607594936,0.6198830409356725,0.4732142857142857,0.8213817684331797,COMPLETE
87,87,0.35251524390243905,2024-08-03 14:38:15.085784,2024-08-03 14:38:15.892742,0 days 00:00:00.806958,6.548793711113555e-05,0.7183364639571096,3.937446271433228e-08,0.003747772813928573,0.04235617093322795,10,4,0.7484655774008431,0.7772511848341233,0.426829268292683,0.6730769230769231,0.3125,0.8191424251152074,COMPLETE
88,88,0.41616745522995524,2024-08-03 14:38:15.893149,2024-08-03 14:38:16.442075,0 days 00:00:00.548926,2.896908546705193e-07,0.8628954911776746,1.0852238783042186e-08,6.99339226174827e-08,0.05315378468344892,10,6,0.8280452557651042,0.7855450236966824,0.4843304843304843,0.6692913385826772,0.3794642857142857,0.8159562211981568,COMPLETE
89,89,0.48713458131294296,2024-08-03 14:38:16.443057,2024-08-03 14:38:17.025655,0 days 00:00:00.582598,1.1689038166204117e-05,0.7578293710393772,1.3023913014024012e-05,0.0006640716055781673,0.06965676943291767,11,5,0.9103413853725016,0.7902843601895735,0.5378590078328982,0.6477987421383647,0.45982142857142855,0.8152973790322581,COMPLETE
90,90,0.0,2024-08-03 14:38:17.026053,2024-08-03 14:38:17.560067,0 days 00:00:00.534014,2.58085358573513e-06,0.9175583040009957,6.868262982339503e-08,4.677211947226756e-06,0.002186973871418058,12,5,0.6039695180960934,0.7345971563981043,0.0,0.0,0.0,0.8187968029953917,COMPLETE
91,91,0.49963248556998563,2024-08-03 14:38:17.560509,2024-08-03 14:38:18.132348,0 days 00:00:00.571839,1.5628987440934016e-05,0.853653533934618,3.565279634822152e-08,0.00792418399938268,0.08258251769394988,11,4,0.7056899452967874,0.7843601895734598,0.5404040404040404,0.622093023255814,0.47767857142857145,0.8220838133640553,COMPLETE
92,92,0.521,2024-08-03 14:38:18.132787,2024-08-03 14:38:18.743800,0 days 00:00:00.611013,2.1304080908531544e-05,0.7928094593414255,2.6595795807592936e-08,0.024420395461079873,0.08775403329835534,11,3,0.6874026556789915,0.7914691943127962,0.56,0.6363636363636364,0.5,0.8239127304147466,COMPLETE
93,93,0.5112163786961168,2024-08-03 14:38:18.744766,2024-08-03 14:38:19.326379,0 days 00:00:00.581613,6.5111713053348745e-06,0.8374513771011282,2.687673855793678e-07,0.01757560060628803,0.07637219125316536,11,4,0.7241766188012523,0.7855450236966824,0.5486284289276807,0.6214689265536724,0.49107142857142855,0.8160390264976958,COMPLETE
94,94,0.5152912621359224,2024-08-03 14:38:19.326779,2024-08-03 14:38:19.956669,0 days 00:00:00.629890,0.00013700908842040533,0.8983433406985867,6.60344094582356e-07,0.010487825885807382,0.09924086783453931,12,4,0.7710268043966116,0.7772511848341233,0.5436893203883495,0.5957446808510638,0.5,0.8134900633640554,COMPLETE
95,95,0.46015742481203004,2024-08-03 14:38:19.957053,2024-08-03 14:38:20.619145,0 days 00:00:00.662092,0.00044254554103880764,0.873393222373481,1.137145925211162e-07,1.9144255422881232e-07,0.060748092713476975,10,3,0.7902768541253913,0.7796208530805687,0.5105263157894736,0.6217948717948718,0.4330357142857143,0.8146673387096774,COMPLETE
96,96,0.5208194419071976,2024-08-03 14:38:20.619545,2024-08-03 14:38:21.115815,0 days 00:00:00.496270,5.616794208150707e-07,0.8561126019086804,3.9121263777850677e-07,2.9720597151666724e-05,0.0841825424511076,11,6,0.6599844607579519,0.7997630331753555,0.5677749360613811,0.6646706586826348,0.4955357142857143,0.8204457085253457,COMPLETE
97,97,0.48289313762154074,2024-08-03 14:38:21.116928,2024-08-03 14:38:21.607288,0 days 00:00:00.490360,0.0015086033323772883,0.9284793224085,6.271522495601617e-08,0.03984843979166691,0.07230137091917574,11,5,0.5496755665607199,0.7890995260663507,0.5340314136125655,0.6455696202531646,0.45535714285714285,0.8204565092165899,COMPLETE
98,98,0.41369219653179196,2024-08-03 14:38:21.607715,2024-08-03 14:38:22.056935,0 days 00:00:00.449220,7.96861315531929e-05,0.82009637596358,1.77394427516545e-08,0.0018396965441189114,0.051610442037650764,12,7,0.5780581197282183,0.7890995260663507,0.48554913294797697,0.6885245901639344,0.375,0.8283266129032257,COMPLETE
99,99,0.0,2024-08-03 14:38:22.057354,2024-08-03 14:38:22.439968,0 days 00:00:00.382614,4.371737645421409e-05,0.9569500630170791,1.7354259868451054e-07,4.53217809402962e-08,0.0003579142604282323,8,9,0.7007464559965695,0.7345971563981043,0.0,0.0,0.0,0.8195996543778802,COMPLETE
